Loyalty Number,Table,Anomaly Type,Details,Recommended Action
161045,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-08, Flight activity up to 2018-12 (4 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
161373,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-12, Flight activity up to 2018-12 (12 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
161525,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2014-06, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
161546,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2014-05, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
161650,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-09, Flight activity up to 2018-12 (15 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
161774,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-11, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
161956,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-08, Flight activity up to 2018-12 (4 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
162155,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-08, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
162485,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-01, Flight activity up to 2018-12 (11 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
162568,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-07, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
163137,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-08, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
163481,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-01, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
163723,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-08, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
164064,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-10, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
164211,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-02, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
164298,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-12, Flight activity up to 2018-12 (12 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
165224,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-04, Flight activity up to 2018-12 (20 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
166110,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-01, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
166677,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-09, Flight activity up to 2018-12 (15 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
167001,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-07, Flight activity up to 2018-12 (17 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
167219,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-06, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
167491,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2013-09, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
167575,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-10, Flight activity up to 2018-12 (14 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
167670,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-04, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
168641,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-10, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
169270,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-08, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
169699,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-07, Flight activity up to 2018-12 (17 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
169865,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2014-07, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
170232,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-01, Flight activity up to 2018-12 (23 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
170801,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-09, Flight activity up to 2018-12 (3 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
171027,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-02, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
171582,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-06, Flight activity up to 2018-12 (6 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
171902,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-03, Flight activity up to 2018-12 (9 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
172259,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-12, Flight activity up to 2018-12 (12 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
173178,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-10, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
173666,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-08, Flight activity up to 2018-12 (4 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
174896,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-12, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
174925,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-04, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
